Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
0.35 0.16 0.77 -0.74 9.98 -0.01 -0.05 0.02 1035
0.36 0.18 0.77 -0.80 10.03 -0.00 -0.06 0.02 1041
0.39 0.17 0.81 -0.76 9.99 -0.00 -0.06 0.02 1047
0.39 0.18 0.77 -0.82 9.97 -0.01 -0.06 0.02 1054
0.39 0.19 0.77 -0.79 9.95 -0.01 -0.06 0.02 1060
0.40 0.18 0.85 -0.80 10.09 -0.01 -0.06 0.02 1067
0.43 0.17 0.76 -0.79 9.97 -0.01 -0.06 0.02 1073
0.44 0.16 0.77 -0.78 10.06 -0.01 -0.06 0.02 1079
0.43 0.17 0.77 -0.79 9.96 -0.02 -0.06 0.03 1085
0.45 0.17 0.78 -0.78 9.98 -0.01 -0.06 0.02 1092
0.46 0.13 0.74 -0.74 9.99 -0.02 -0.06 0.02 1098
0.47 0.14 0.77 -0.77 9.98 -0.02 -0.06 0.02 1104
0.46 0.12 0.78 -0.77 9.98 -0.02 -0.06 0.02 1111
0.45 0.14 0.76 -0.76 10.00 -0.02 -0.06 0.02 1117
0.48 0.14 0.76 -0.77 9.98 -0.02 -0.06 0.02 1123
0.50 0.15 0.76 -0.79 9.99 -0.02 -0.06 0.02 1129
0.48 0.14 0.72 -0.75 9.98 -0.02 -0.06 0.02 1136
0.45 0.13 0.75 -0.76 9.94 -0.02 -0.06 0.02 1142
0.43 0.14 0.71 -0.77 9.99 -0.02 -0.06 0.03 1148
0.43 0.13 0.76 -0.80 10.00 -0.01 -0.06 0.03 1155
0.44 0.13 0.72 -0.74 9.97 -0.01 -0.06 0.03 1161
0.43 0.14 0.71 -0.77 9.98 -0.01 -0.05 0.03 1167
0.45 0.14 0.72 -0.75 10.00 -0.01 -0.05 0.03 1174
0.45 0.14 0.72 -0.79 9.97 -0.01 -0.05 0.04 1180
0.45 0.15 0.74 -0.78 10.01 -0.01 -0.05 0.04 1186
0.45 0.15 0.76 -0.76 9.99 -0.01 -0.05 0.04 1192
0.45 0.15 0.76 -0.76 10.00 -0.01 -0.05 0.04 1199
0.43 0.15 0.74 -0.76 9.97 -0.01 -0.06 0.04 1205
