Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
0.03 0.50 0.86 -0.62 9.98 -0.01 0.03 0.05 1613
0.02 0.47 0.90 -0.57 9.98 -0.01 0.03 0.05 1619
0.02 0.49 0.87 -0.61 10.05 -0.02 0.03 0.05 1626
0.03 0.46 0.89 -0.58 10.01 -0.01 0.03 0.05 1633
0.02 0.44 0.87 -0.60 10.00 -0.01 0.03 0.05 1639
0.03 0.46 0.89 -0.57 9.98 -0.02 0.03 0.05 1645
0.03 0.45 0.91 -0.57 10.00 -0.02 0.03 0.04 1651
0.03 0.43 0.91 -0.59 9.96 -0.02 0.03 0.04 1657
0.02 0.44 0.90 -0.58 9.96 -0.02 0.03 0.04 1664
0.03 0.44 0.93 -0.58 10.01 -0.01 0.03 0.03 1671
0.03 0.41 0.90 -0.58 10.02 -0.02 0.03 0.03 1677
0.02 0.41 0.93 -0.58 9.99 -0.02 0.03 0.03 1683
0.04 0.42 0.91 -0.56 10.04 -0.02 0.03 0.02 1689
0.03 0.39 0.93 -0.61 9.98 -0.03 0.04 0.02 1695
0.03 0.37 0.95 -0.63 9.99 -0.03 0.03 0.02 1701
0.03 0.36 0.95 -0.60 9.96 -0.03 0.04 0.01 1708
0.04 0.36 0.94 -0.61 9.98 -0.03 0.04 0.02 1715
0.03 0.35 0.97 -0.61 10.04 -0.03 0.05 0.02 1721
0.02 0.36 0.99 -0.56 9.98 -0.04 0.05 0.02 1727
0.03 0.36 1.00 -0.60 9.95 -0.03 0.06 0.01 1733
0.03 0.36 1.03 -0.59 9.97 -0.03 0.06 0.02 1739
0.03 0.33 0.98 -0.59 10.01 -0.03 0.05 0.02 1745
0.03 0.33 1.02 -0.64 10.00 -0.03 0.05 0.01 1752
0.03 0.34 1.02 -0.60 9.96 -0.03 0.05 0.00 1759
0.03 0.33 1.06 -0.60 9.98 -0.03 0.04 0.00 1765
0.02 0.33 1.05 -0.59 9.98 -0.04 0.04 -0.00 1771
0.02 0.34 1.04 -0.59 9.98 -0.04 0.04 -0.00 1777
0.03 0.33 1.03 -0.61 10.00 -0.04 0.04 -0.00 1783
0.02 0.33 1.08 -0.61 9.98 -0.05 0.05 -0.01 1789
