Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
0.64 0.19 0.63 -0.77 9.96 -0.01 -0.04 0.10 1242
0.65 0.17 1.22 -0.81 9.92 -0.00 -0.04 0.10 1248
0.64 0.17 0.63 -0.80 9.89 -0.01 -0.04 0.09 1254
0.65 0.19 0.58 -0.79 10.01 -0.01 -0.04 0.10 1261
0.64 0.17 0.62 -0.81 9.96 -0.01 -0.04 0.10 1267
0.62 0.16 0.61 -0.78 9.95 -0.00 -0.04 0.10 1273
0.62 0.17 0.63 -0.80 9.92 -0.01 -0.03 0.10 1280
0.63 0.17 0.63 -0.77 9.92 -0.01 -0.03 0.10 1286
0.62 0.17 0.68 -0.80 9.95 -0.01 -0.03 0.10 1292
0.62 0.17 0.61 -0.80 9.95 -0.01 -0.03 0.11 1299
0.63 0.18 0.03 -0.80 9.94 -0.02 -0.02 0.10 1305
0.62 0.19 0.61 -0.80 9.94 -0.01 -0.02 0.10 1311
0.60 0.20 0.59 -0.77 9.96 -0.02 -0.01 0.10 1317
0.60 0.22 0.63 -0.78 9.96 -0.01 -0.01 0.11 1324
0.59 0.23 0.62 -0.79 9.93 -0.01 -0.00 0.11 1330
0.56 0.22 0.62 -0.75 9.97 -0.01 0.01 0.11 1336
0.54 0.24 0.67 -0.75 9.92 -0.01 0.01 0.12 1343
0.52 0.23 0.63 -0.79 9.92 -0.01 0.02 0.11 1349
0.50 0.24 0.65 -0.77 9.98 -0.01 0.02 0.11 1355
0.46 0.24 0.68 -0.76 9.90 -0.01 0.01 0.11 1361
0.47 0.25 0.66 -0.75 9.99 -0.01 0.01 0.11 1368
0.45 0.25 0.67 -0.74 9.96 -0.01 -0.01 0.11 1374
0.43 0.25 0.68 -0.76 9.94 -0.01 -0.01 0.10 1380
0.44 0.27 0.69 -0.78 9.94 -0.01 -0.02 0.11 1387
0.44 0.28 0.67 -0.76 9.95 -0.01 -0.02 0.10 1393
0.43 0.28 0.68 -0.76 9.98 -0.01 -0.02 0.10 1399
0.43 0.29 0.71 -0.73 9.96 -0.01 -0.03 0.11 1405
0.45 0.29 0.67 -0.79 9.92 -0.01 -0.03 0.11 1412
0.44 0.31 0.67 -0.77 10.01 -0.01 -0.03 0.10 1418
0.43 0.30 0.67 -0.76 9.99 -0.01 -0.03 0.11 1425
0.44 0.31 0.67 -0.73 9.94 -0.01 -0.04 0.10 1431
0.43 0.32 0.67 -0.75 9.95 -0.01 -0.04 0.10 1437
0.42 0.35 0.68 -0.78 9.95 -0.02 -0.05 0.10 1443
0.39 0.37 0.68 -0.77 9.96 -0.02 -0.04 0.10 1449
0.39 0.37 0.64 -0.73 9.94 -0.02 -0.04 0.10 1456
0.38 0.42 0.68 -0.75 9.95 -0.01 -0.04 0.11 1463
0.37 0.44 0.66 -0.77 9.98 -0.02 -0.05 0.10 1469
0.38 0.47 0.66 -0.73 9.95 -0.01 -0.05 0.10 1475
0.37 0.46 0.68 -0.75 9.97 -0.02 -0.05 0.09 1481
0.35 0.48 0.66 -0.75 9.93 -0.02 -0.06 0.10 1487
0.37 0.46 0.68 -0.72 9.93 -0.02 -0.06 0.10 1494
0.36 0.49 0.71 -0.74 9.97 -0.02 -0.06 0.10 1500
0.35 0.53 0.67 -0.72 9.93 -0.02 -0.06 0.10 1507
0.35 0.54 0.69 -0.77 9.94 -0.02 -0.06 0.10 1513
0.35 0.53 0.65 -0.75 9.92 -0.02 -0.06 0.10 1519
0.33 0.55 0.65 -0.74 10.02 -0.02 -0.05 0.10 1525
0.33 0.57 0.65 -0.74 10.00 -0.01 -0.05 0.10 1531
0.32 0.59 0.64 -0.75 9.96 -0.01 -0.05 0.10 1538
0.33 0.59 0.67 -0.74 9.97 -0.01 -0.05 0.10 1545
0.32 0.63 0.63 -0.70 9.94 -0.00 -0.04 0.10 1551
0.34 0.64 0.67 -0.76 9.96 -0.00 -0.04 0.10 1557
0.33 0.64 0.67 -0.74 9.95 0.00 -0.04 0.10 1563
0.32 0.61 0.68 -0.73 9.92 0.00 -0.03 0.09 1569
0.33 0.62 0.66 -0.77 9.90 0.00 -0.03 0.09 1575
0.33 0.60 0.65 -0.73 9.97 0.00 -0.03 0.10 1582
0.32 0.58 0.62 -0.75 9.93 -0.00 -0.03 0.09 1589
0.32 0.58 0.67 -0.77 9.97 -0.00 -0.02 0.10 1595
0.32 0.56 0.65 -0.74 9.94 -0.00 -0.02 0.09 1601
0.32 0.51 0.66 -0.77 9.93 -0.00 -0.02 0.09 1607
0.30 0.49 0.68 -0.73 9.96 -0.00 -0.01 0.09 1613
0.33 0.47 0.64 -0.76 9.97 0.00 -0.00 0.10 1619
0.34 0.45 0.66 -0.76 9.97 0.00 0.00 0.10 1626
0.34 0.40 0.65 -0.76 9.93 0.00 0.01 0.09 1633
0.32 0.39 0.68 -0.76 9.96 0.01 0.01 0.10 1639
0.31 0.35 0.68 -0.75 9.99 0.01 0.02 0.09 1645
0.29 0.36 0.68 -0.75 9.93 0.01 0.03 0.09 1651
0.28 0.33 0.67 -0.75 9.95 0.01 0.03 0.09 1657
0.28 0.30 0.72 -0.77 9.94 0.01 0.03 0.09 1664
0.28 0.28 0.72 -0.77 9.92 0.00 0.03 0.10 1670
0.23 0.23 0.68 -0.77 9.93 0.00 0.03 0.10 1676
0.25 0.25 0.72 -0.77 9.93 0.00 0.03 0.11 1683
0.29 0.25 0.75 -0.80 9.87 0.00 0.03 0.10 1689
0.25 0.22 0.74 -0.77 9.96 -0.00 0.02 0.10 1695
0.24 0.18 0.75 -0.76 9.95 -0.00 0.03 0.10 1701
0.23 0.19 0.76 -0.77 9.95 0.00 0.02 0.10 1708
0.24 0.18 0.75 -0.77 9.96 -0.00 0.02 0.10 1714
0.24 0.17 0.76 -0.77 9.94 -0.00 0.02 0.09 1720
0.23 0.19 0.74 -0.75 9.95 0.00 0.02 0.10 1727
0.21 0.19 0.72 -0.76 9.95 0.00 0.01 0.11 1733
0.21 0.15 0.76 -0.77 9.91 0.00 0.01 0.10 1739
0.18 0.17 0.78 -0.76 9.97 0.00 0.01 0.10 1745
0.16 0.16 0.74 -0.77 9.93 0.01 0.01 0.10 1752
0.20 0.11 0.79 -0.77 9.94 0.01 0.01 0.10 1758
0.19 0.17 0.78 -0.75 9.96 0.01 0.01 0.10 1764
0.14 0.16 0.80 -0.76 9.96 0.00 0.01 0.10 1770
0.17 0.14 0.77 -0.80 9.88 0.01 0.00 0.10 1777
0.17 0.15 0.81 -0.80 9.95 0.01 -0.03 0.10 1783
0.16 0.09 0.79 -0.77 9.92 0.00 0.00 0.09 1789
0.15 0.11 0.83 -0.79 9.94 0.00 0.00 0.10 1796
0.16 0.12 0.78 -0.79 9.92 -0.00 0.00 0.09 1802
0.16 0.09 0.80 -0.79 9.92 -0.00 0.00 0.09 1808
0.15 0.08 0.84 -0.77 9.97 0.00 -0.00 0.10 1814
0.14 0.07 0.81 -0.81 9.92 -0.00 -0.01 0.09 1820
0.15 0.09 0.81 -0.77 9.97 -0.01 -0.01 0.09 1827
0.14 0.08 0.80 -0.78 9.96 -0.01 -0.01 0.09 1833
0.12 0.09 0.79 -0.77 9.90 -0.01 -0.01 0.09 1840
0.14 0.10 0.80 -0.80 9.92 -0.00 -0.01 0.10 1846
0.15 0.09 0.81 -0.78 9.92 -0.00 -0.01 0.09 1852
0.15 0.09 0.84 -0.76 9.93 -0.00 -0.02 0.09 1858
0.13 0.11 0.80 -0.78 9.95 -0.00 -0.02 0.10 1864
0.14 0.12 0.83 -0.79 9.95 -0.00 -0.02 0.09 1870
0.12 0.09 0.81 -0.82 9.89 -0.00 -0.02 0.08 1878
0.12 0.08 0.80 -0.79 9.97 -0.00 -0.02 0.08 1884
0.13 0.07 0.78 -0.80 9.94 -0.01 -0.02 0.08 1890
0.14 0.06 0.80 -0.79 9.96 -0.01 -0.02 0.08 1896
0.14 0.08 0.80 -0.81 9.92 -0.01 -0.02 0.08 1902
0.13 0.09 0.81 -0.80 9.95 -0.01 -0.02 0.08 1908
0.14 0.09 0.83 -0.77 9.94 -0.01 -0.03 0.09 1914
0.12 0.08 0.80 -0.80 9.98 -0.01 -0.03 0.08 1922
0.11 0.08 0.81 -0.77 9.91 -0.01 -0.03 0.08 1928
0.11 0.10 1.06 -0.61 9.95 -0.01 -0.03 0.08 1934
0.12 0.10 0.83 -0.64 9.76 -0.00 -0.03 0.08 1940
0.12 0.11 0.80 -0.78 9.78 -0.01 -0.03 0.08 1946
0.11 0.09 0.80 -0.79 9.86 -0.01 -0.03 0.08 1952
0.13 0.10 0.82 -0.80 9.96 -0.01 -0.03 0.08 1958
0.12 0.10 0.82 -0.78 10.00 -0.00 -0.03 0.08 1965
0.12 0.09 0.84 -0.78 9.92 -0.00 -0.03 0.08 1972
0.12 0.07 0.84 -0.77 9.86 0.00 -0.03 0.08 1978
0.13 0.06 0.82 -0.78 9.95 0.00 -0.03 0.07 1984
0.12 0.05 0.84 -0.79 9.97 0.00 -0.03 0.07 1990
0.12 0.05 0.85 -0.79 9.91 0.00 -0.03 0.08 1996
0.13 0.04 0.82 -0.78 9.90 0.01 -0.03 0.09 2002
0.14 0.05 0.89 -0.80 9.93 0.00 -0.04 0.08 2009
0.12 0.05 0.83 -0.76 9.89 0.00 -0.04 0.07 2015
0.12 0.04 0.85 -0.80 9.92 0.00 -0.03 0.07 2022
0.14 0.05 0.81 -0.82 9.93 0.01 -0.03 0.07 2028
0.13 0.03 0.79 -0.81 9.92 -0.00 -0.03 0.07 2034
0.13 0.01 0.78 -0.82 9.95 -0.00 -0.03 0.07 2040
0.13 0.03 0.82 -0.81 9.96 -0.01 -0.03 0.07 2046
0.15 0.02 0.84 -0.84 9.92 -0.01 -0.03 0.07 2053
0.12 0.02 0.80 -0.78 9.95 -0.01 -0.03 0.07 2059
0.12 0.01 0.82 -0.82 9.92 -0.00 -0.03 0.08 2066
0.13 0.03 0.82 -0.81 9.95 -0.01 -0.03 0.08 2072
0.12 0.01 0.84 -0.80 9.91 -0.01 -0.03 0.07 2078
0.13 0.01 0.83 -0.86 9.95 -0.01 -0.03 0.08 2084
0.12 0.02 0.85 -0.81 9.97 -0.01 -0.04 0.07 2091
0.11 0.02 0.84 -0.82 9.97 -0.01 -0.04 0.08 2097
0.09 0.02 0.83 -0.77 9.88 -0.02 -0.04 0.07 2103
0.08 0.02 0.85 -0.79 9.89 -0.02 -0.03 0.08 2109
0.08 0.03 0.84 -0.77 9.88 -0.01 -0.03 0.07 2116
0.09 0.02 0.89 -0.76 9.96 -0.01 -0.03 0.07 2122
0.08 0.01 0.84 -0.79 9.92 -0.00 -0.04 0.07 2128
0.09 0.02 0.83 -0.78 9.94 -0.00 -0.03 0.07 2135
0.09 0.03 0.83 -0.80 9.99 0.00 -0.03 0.08 2141
0.09 0.02 0.62 -0.96 10.40 -0.00 -0.04 0.08 2147
0.09 0.01 0.86 -0.80 9.94 0.01 -0.04 0.07 2153
0.09 0.02 0.89 -0.81 9.93 0.01 -0.04 0.07 2160
0.10 0.02 0.87 -0.83 9.92 0.02 -0.05 0.08 2166
0.09 0.03 0.80 -0.71 10.13 0.02 -0.05 0.08 2172
0.09 0.02 0.87 -0.86 9.96 0.02 -0.05 0.07 2179
0.10 0.02 0.83 -0.81 9.95 0.02 -0.06 0.07 2185
0.10 0.00 0.84 -0.86 9.96 0.02 -0.06 0.06 2191
0.10 -0.01 0.83 -0.90 9.90 0.02 -0.06 0.06 2197
0.10 -0.01 0.85 -0.87 9.88 0.02 -0.06 0.06 2203
0.12 -0.01 0.83 -0.87 9.95 0.01 -0.05 0.06 2210
0.11 -0.01 0.85 -0.88 9.96 0.01 -0.06 0.06 2216
0.10 -0.00 0.87 -0.87 9.99 0.01 -0.06 0.06 2223
0.11 0.00 0.87 -0.84 10.00 0.01 -0.06 0.06 2229
0.11 -0.00 0.87 -0.83 9.98 0.02 -0.06 0.06 2235
0.11 -0.01 0.86 -0.83 9.99 0.02 -0.06 0.05 2241
0.10 -0.01 0.84 -0.87 9.94 0.03 -0.06 0.05 2247
0.11 -0.00 0.82 -0.87 9.96 0.03 -0.05 0.04 2253
0.11 0.00 0.81 -0.90 9.99 0.03 -0.05 0.05 2260
0.10 -0.01 0.79 -0.89 9.93 0.03 -0.04 0.04 2267
0.10 -0.01 0.75 -0.90 9.94 0.04 -0.05 0.05 2273
0.11 -0.01 0.84 -0.88 9.91 0.03 -0.05 0.05 2279
0.11 -0.01 0.82 -0.92 9.96 0.02 -0.05 0.05 2285
0.10 -0.01 0.87 -0.91 9.90 0.02 -0.05 0.05 2291
0.11 -0.01 0.86 -0.94 9.95 0.02 -0.06 0.06 2297
0.11 -0.01 0.87 -0.91 9.95 0.02 -0.05 0.05 2304
0.11 -0.01 0.83 -0.92 9.93 0.02 -0.06 0.05 2310
0.11 -0.01 0.86 -0.92 9.99 0.03 -0.05 0.05 2316
